Using cuda for training.
Valid:	 Epoch[011/030] Iteration[098/126] Loss: 0.0244 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[099/126] Loss: 0.0175 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[100/126] Loss: 0.0164 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[101/126] Loss: 0.0236 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[102/126] Loss: 0.0313 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[103/126] Loss: 0.0200 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[104/126] Loss: 0.0202 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[105/126] Loss: 0.0237 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[106/126] Loss: 0.0367 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[107/126] Loss: 0.0188 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[108/126] Loss: 0.0241 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[109/126] Loss: 0.0268 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[110/126] Loss: 0.0246 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[111/126] Loss: 0.0247 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[112/126] Loss: 0.0198 Acc:99.45%
Valid:	 Epoch[011/030] Iteration[113/126] Loss: 0.1804 Acc:99.43%
Valid:	 Epoch[011/030] Iteration[114/126] Loss: 0.2327 Acc:99.39%
Valid:	 Epoch[011/030] Iteration[115/126] Loss: 0.2168 Acc:99.36%
Valid:	 Epoch[011/030] Iteration[116/126] Loss: 0.2386 Acc:99.32%
Valid:	 Epoch[011/030] Iteration[117/126] Loss: 0.2396 Acc:99.28%
Valid:	 Epoch[011/030] Iteration[118/126] Loss: 0.2265 Acc:99.25%
Valid:	 Epoch[011/030] Iteration[119/126] Loss: 0.2369 Acc:99.22%
Valid:	 Epoch[011/030] Iteration[120/126] Loss: 0.2574 Acc:99.19%
Valid:	 Epoch[011/030] Iteration[121/126] Loss: 0.2432 Acc:99.15%
Valid:	 Epoch[011/030] Iteration[122/126] Loss: 0.2231 Acc:99.12%
Valid:	 Epoch[011/030] Iteration[123/126] Loss: 0.2372 Acc:99.09%
Valid:	 Epoch[011/030] Iteration[124/126] Loss: 0.2335 Acc:99.06%
Valid:	 Epoch[011/030] Iteration[125/126] Loss: 0.2457 Acc:99.03%
Valid:	 Epoch[011/030] Iteration[126/126] Loss: 0.2788 Acc:99.03%
Training:Epoch[012/030] Iteration[001/454] Loss: 0.0021 Acc:99.95%
Training:Epoch[012/030] Iteration[002/454] Loss: 0.0033 Acc:99.94%
Training:Epoch[012/030] Iteration[003/454] Loss: 0.0020 Acc:99.93%
Training:Epoch[012/030] Iteration[004/454] Loss: 0.0007 Acc:99.94%
Training:Epoch[012/030] Iteration[005/454] Loss: 0.0009 Acc:99.95%
Training:Epoch[012/030] Iteration[006/454] Loss: 0.0012 Acc:99.95%
Training:Epoch[012/030] Iteration[007/454] Loss: 0.0010 Acc:99.95%
Training:Epoch[012/030] Iteration[008/454] Loss: 0.0014 Acc:99.95%
Training:Epoch[012/030] Iteration[009/454] Loss: 0.0010 Acc:99.95%
Training:Epoch[012/030] Iteration[010/454] Loss: 0.0027 Acc:99.94%
Training:Epoch[012/030] Iteration[011/454] Loss: 0.0010 Acc:99.95%
Training:Epoch[012/030] Iteration[012/454] Loss: 0.0012 Acc:99.95%
Training:Epoch[012/030] Iteration[013/454] Loss: 0.0020 Acc:99.95%
Training:Epoch[012/030] Iteration[014/454] Loss: 0.0044 Acc:99.94%
Training:Epoch[012/030] Iteration[015/454] Loss: 0.0015 Acc:99.95%
Training:Epoch[012/030] Iteration[016/454] Loss: 0.0013 Acc:99.95%
Training:Epoch[012/030] Iteration[017/454] Loss: 0.0028 Acc:99.95%
Training:Epoch[012/030] Iteration[018/454] Loss: 0.0003 Acc:99.95%
Training:Epoch[012/030] Iteration[019/454] Loss: 0.0005 Acc:99.95%
Training:Epoch[012/030] Iteration[020/454] Loss: 0.0009 Acc:99.95%
Training:Epoch[012/030] Iteration[021/454] Loss: 0.0014 Acc:99.95%
Training:Epoch[012/030] Iteration[022/454] Loss: 0.0015 Acc:99.95%
Training:Epoch[012/030] Iteration[023/454] Loss: 0.0001 Acc:99.96%
Training:Epoch[012/030] Iteration[024/454] Loss: 0.0015 Acc:99.96%
Training:Epoch[012/030] Iteration[025/454] Loss: 0.0015 Acc:99.95%
Training:Epoch[012/030] Iteration[026/454] Loss: 0.0005 Acc:99.95%
Training:Epoch[012/030] Iteration[027/454] Loss: 0.0032 Acc:99.95%
Training:Epoch[012/030] Iteration[028/454] Loss: 0.0017 Acc:99.95%
Training:Epoch[012/030] Iteration[029/454] Loss: 0.0007 Acc:99.95%
Training:Epoch[012/030] Iteration[030/454] Loss: 0.0022 Acc:99.95%
Training:Epoch[012/030] Iteration[031/454] Loss: 0.0019 Acc:99.95%
Training:Epoch[012/030] Iteration[032/454] Loss: 0.0005 Acc:99.95%
Training:Epoch[012/030] Iteration[033/454] Loss: 0.0010 Acc:99.95%
Training:Epoch[012/030] Iteration[034/454] Loss: 0.0030 Acc:99.95%
Training:Epoch[012/030] Iteration[035/454] Loss: 0.0020 Acc:99.95%
Training:Epoch[012/030] Iteration[036/454] Loss: 0.0014 Acc:99.95%
Training:Epoch[012/030] Iteration[037/454] Loss: 0.0011 Acc:99.95%
Training:Epoch[012/030] Iteration[038/454] Loss: 0.0022 Acc:99.95%
Training:Epoch[012/030] Iteration[039/454] Loss: 0.0040 Acc:99.95%
Training:Epoch[012/030] Iteration[040/454] Loss: 0.0017 Acc:99.94%
Training:Epoch[012/030] Iteration[041/454] Loss: 0.0025 Acc:99.94%
Training:Epoch[012/030] Iteration[042/454] Loss: 0.0016 Acc:99.94%
Training:Epoch[012/030] Iteration[043/454] Loss: 0.0004 Acc:99.94%
Training:Epoch[012/030] Iteration[044/454] Loss: 0.0004 Acc:99.94%
Training:Epoch[012/030] Iteration[045/454] Loss: 0.0032 Acc:99.94%
Training:Epoch[012/030] Iteration[046/454] Loss: 0.0025 Acc:99.94%
Training:Epoch[012/030] Iteration[047/454] Loss: 0.0019 Acc:99.94%
Training:Epoch[012/030] Iteration[048/454] Loss: 0.0013 Acc:99.94%
Training:Epoch[012/030] Iteration[049/454] Loss: 0.0039 Acc:99.94%
Training:Epoch[012/030] Iteration[050/454] Loss: 0.0019 Acc:99.94%
Training:Epoch[012/030] Iteration[051/454] Loss: 0.0010 Acc:99.94%
Training:Epoch[012/030] Iteration[052/454] Loss: 0.0038 Acc:99.94%
Training:Epoch[012/030] Iteration[053/454] Loss: 0.0027 Acc:99.94%
Training:Epoch[012/030] Iteration[054/454] Loss: 0.0010 Acc:99.94%
Training:Epoch[012/030] Iteration[055/454] Loss: 0.0024 Acc:99.94%
Training:Epoch[012/030] Iteration[056/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[012/030] Iteration[057/454] Loss: 0.0004 Acc:99.94%
Training:Epoch[012/030] Iteration[058/454] Loss: 0.0008 Acc:99.94%
Training:Epoch[012/030] Iteration[059/454] Loss: 0.0020 Acc:99.94%
Training:Epoch[012/030] Iteration[060/454] Loss: 0.0027 Acc:99.94%
Training:Epoch[012/030] Iteration[061/454] Loss: 0.0034 Acc:99.94%
Training:Epoch[012/030] Iteration[062/454] Loss: 0.0009 Acc:99.94%
Training:Epoch[012/030] Iteration[063/454] Loss: 0.0021 Acc:99.94%
Training:Epoch[012/030] Iteration[064/454] Loss: 0.0006 Acc:99.94%
Training:Epoch[012/030] Iteration[065/454] Loss: 0.0005 Acc:99.94%
Training:Epoch[012/030] Iteration[066/454] Loss: 0.0019 Acc:99.94%
Training:Epoch[012/030] Iteration[067/454] Loss: 0.0025 Acc:99.94%
Training:Epoch[012/030] Iteration[068/454] Loss: 0.0031 Acc:99.94%
Training:Epoch[012/030] Iteration[069/454] Loss: 0.0009 Acc:99.94%
Training:Epoch[012/030] Iteration[070/454] Loss: 0.0006 Acc:99.94%
Training:Epoch[012/030] Iteration[071/454] Loss: 0.0010 Acc:99.94%
Training:Epoch[012/030] Iteration[072/454] Loss: 0.0009 Acc:99.94%
Training:Epoch[012/030] Iteration[073/454] Loss: 0.0017 Acc:99.94%
Training:Epoch[012/030] Iteration[074/454] Loss: 0.0034 Acc:99.94%
Training:Epoch[012/030] Iteration[075/454] Loss: 0.0031 Acc:99.94%
Training:Epoch[012/030] Iteration[076/454] Loss: 0.0024 Acc:99.94%
Training:Epoch[012/030] Iteration[077/454] Loss: 0.0022 Acc:99.94%
Training:Epoch[012/030] Iteration[078/454] Loss: 0.0028 Acc:99.94%
Training:Epoch[012/030] Iteration[079/454] Loss: 0.0005 Acc:99.94%
Training:Epoch[012/030] Iteration[080/454] Loss: 0.0010 Acc:99.94%
Training:Epoch[012/030] Iteration[081/454] Loss: 0.0020 Acc:99.94%
Training:Epoch[012/030] Iteration[082/454] Loss: 0.0032 Acc:99.94%
Training:Epoch[012/030] Iteration[083/454] Loss: 0.0022 Acc:99.94%
Training:Epoch[012/030] Iteration[084/454] Loss: 0.0008 Acc:99.94%
Training:Epoch[012/030] Iteration[085/454] Loss: 0.0047 Acc:99.94%
Training:Epoch[012/030] Iteration[086/454] Loss: 0.0009 Acc:99.94%
Training:Epoch[012/030] Iteration[087/454] Loss: 0.0028 Acc:99.94%
Training:Epoch[012/030] Iteration[088/454] Loss: 0.0039 Acc:99.94%
Training:Epoch[012/030] Iteration[089/454] Loss: 0.0021 Acc:99.94%
Training:Epoch[012/030] Iteration[090/454] Loss: 0.0018 Acc:99.94%
Training:Epoch[012/030] Iteration[091/454] Loss: 0.0009 Acc:99.94%
Training:Epoch[012/030] Iteration[092/454] Loss: 0.0020 Acc:99.94%
Training:Epoch[012/030] Iteration[093/454] Loss: 0.0005 Acc:99.94%
Training:Epoch[012/030] Iteration[094/454] Loss: 0.0020 Acc:99.94%
Training:Epoch[012/030] Iteration[095/454] Loss: 0.0022 Acc:99.94%
Training:Epoch[012/030] Iteration[096/454] Loss: 0.0003 Acc:99.94%
Training:Epoch[012/030] Iteration[097/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[012/030] Iteration[098/454] Loss: 0.0038 Acc:99.94%
Training:Epoch[012/030] Iteration[099/454] Loss: 0.0035 Acc:99.94%
Training:Epoch[012/030] Iteration[100/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[012/030] Iteration[101/454] Loss: 0.0012 Acc:99.94%
Training:Epoch[012/030] Iteration[102/454] Loss: 0.0010 Acc:99.94%
Training:Epoch[012/030] Iteration[103/454] Loss: 0.0019 Acc:99.94%
Training:Epoch[012/030] Iteration[104/454] Loss: 0.0012 Acc:99.94%
Training:Epoch[012/030] Iteration[105/454] Loss: 0.0015 Acc:99.94%
Training:Epoch[012/030] Iteration[106/454] Loss: 0.0022 Acc:99.94%
Training:Epoch[012/030] Iteration[107/454] Loss: 0.0008 Acc:99.94%
Training:Epoch[012/030] Iteration[108/454] Loss: 0.0049 Acc:99.94%
Training:Epoch[012/030] Iteration[109/454] Loss: 0.0034 Acc:99.94%
Training:Epoch[012/030] Iteration[110/454] Loss: 0.0031 Acc:99.94%
Training:Epoch[012/030] Iteration[111/454] Loss: 0.0030 Acc:99.94%
Training:Epoch[012/030] Iteration[112/454] Loss: 0.0003 Acc:99.94%
Training:Epoch[012/030] Iteration[113/454] Loss: 0.0017 Acc:99.94%
Training:Epoch[012/030] Iteration[114/454] Loss: 0.0029 Acc:99.94%
Training:Epoch[012/030] Iteration[115/454] Loss: 0.0020 Acc:99.94%
Training:Epoch[012/030] Iteration[116/454] Loss: 0.0022 Acc:99.94%
Training:Epoch[012/030] Iteration[117/454] Loss: 0.0024 Acc:99.94%
Training:Epoch[012/030] Iteration[118/454] Loss: 0.0021 Acc:99.94%
Training:Epoch[012/030] Iteration[119/454] Loss: 0.0009 Acc:99.94%
Training:Epoch[012/030] Iteration[120/454] Loss: 0.0008 Acc:99.94%
Training:Epoch[012/030] Iteration[121/454] Loss: 0.0015 Acc:99.94%
Training:Epoch[012/030] Iteration[122/454] Loss: 0.0055 Acc:99.94%
Training:Epoch[012/030] Iteration[123/454] Loss: 0.0016 Acc:99.94%
Training:Epoch[012/030] Iteration[124/454] Loss: 0.0010 Acc:99.94%
Training:Epoch[012/030] Iteration[125/454] Loss: 0.0038 Acc:99.94%
Training:Epoch[012/030] Iteration[126/454] Loss: 0.0009 Acc:99.94%
Training:Epoch[012/030] Iteration[127/454] Loss: 0.0017 Acc:99.94%
Training:Epoch[012/030] Iteration[128/454] Loss: 0.0018 Acc:99.94%
Training:Epoch[012/030] Iteration[129/454] Loss: 0.0032 Acc:99.94%
Training:Epoch[012/030] Iteration[130/454] Loss: 0.0021 Acc:99.94%
Training:Epoch[012/030] Iteration[131/454] Loss: 0.0008 Acc:99.94%
Training:Epoch[012/030] Iteration[132/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[012/030] Iteration[133/454] Loss: 0.0024 Acc:99.94%
Training:Epoch[012/030] Iteration[134/454] Loss: 0.0023 Acc:99.94%
Training:Epoch[012/030] Iteration[135/454] Loss: 0.0028 Acc:99.94%
Training:Epoch[012/030] Iteration[136/454] Loss: 0.0022 Acc:99.94%
Training:Epoch[012/030] Iteration[137/454] Loss: 0.0043 Acc:99.94%
Training:Epoch[012/030] Iteration[138/454] Loss: 0.0017 Acc:99.94%
Training:Epoch[012/030] Iteration[139/454] Loss: 0.0004 Acc:99.94%
Training:Epoch[012/030] Iteration[140/454] Loss: 0.0004 Acc:99.94%
Training:Epoch[012/030] Iteration[141/454] Loss: 0.0018 Acc:99.94%
Training:Epoch[012/030] Iteration[142/454] Loss: 0.0013 Acc:99.94%
Training:Epoch[012/030] Iteration[143/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[012/030] Iteration[144/454] Loss: 0.0026 Acc:99.94%
Training:Epoch[012/030] Iteration[145/454] Loss: 0.0013 Acc:99.94%
Training:Epoch[012/030] Iteration[146/454] Loss: 0.0005 Acc:99.94%
Training:Epoch[012/030] Iteration[147/454] Loss: 0.0007 Acc:99.94%
Training:Epoch[012/030] Iteration[148/454] Loss: 0.0015 Acc:99.94%
Training:Epoch[012/030] Iteration[149/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[012/030] Iteration[150/454] Loss: 0.0016 Acc:99.94%
Training:Epoch[012/030] Iteration[151/454] Loss: 0.0008 Acc:99.94%
Training:Epoch[012/030] Iteration[152/454] Loss: 0.0014 Acc:99.94%
Training:Epoch[012/030] Iteration[153/454] Loss: 0.0016 Acc:99.94%
Training:Epoch[012/030] Iteration[154/454] Loss: 0.0002 Acc:99.94%
Training:Epoch[012/030] Iteration[155/454] Loss: 0.0020 Acc:99.94%
Training:Epoch[012/030] Iteration[156/454] Loss: 0.0023 Acc:99.94%
Training:Epoch[012/030] Iteration[157/454] Loss: 0.0007 Acc:99.94%
Training:Epoch[012/030] Iteration[158/454] Loss: 0.0015 Acc:99.94%
Training:Epoch[012/030] Iteration[159/454] Loss: 0.0008 Acc:99.94%
Training:Epoch[012/030] Iteration[160/454] Loss: 0.0010 Acc:99.94%
Training:Epoch[012/030] Iteration[161/454] Loss: 0.0015 Acc:99.94%
Training:Epoch[012/030] Iteration[162/454] Loss: 0.0010 Acc:99.94%
Training:Epoch[012/030] Iteration[163/454] Loss: 0.0015 Acc:99.94%
Training:Epoch[012/030] Iteration[164/454] Loss: 0.0016 Acc:99.94%
Training:Epoch[012/030] Iteration[165/454] Loss: 0.0007 Acc:99.94%
Training:Epoch[012/030] Iteration[166/454] Loss: 0.0032 Acc:99.94%
Training:Epoch[012/030] Iteration[167/454] Loss: 0.0012 Acc:99.94%
Training:Epoch[012/030] Iteration[168/454] Loss: 0.0013 Acc:99.94%
Training:Epoch[012/030] Iteration[169/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[012/030] Iteration[170/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[012/030] Iteration[171/454] Loss: 0.0019 Acc:99.94%
Training:Epoch[012/030] Iteration[172/454] Loss: 0.0029 Acc:99.94%
Training:Epoch[012/030] Iteration[173/454] Loss: 0.0011 Acc:99.94%
Training:Epoch[012/030] Iteration[174/454] Loss: 0.0029 Acc:99.94%
Training:Epoch[012/030] Iteration[175/454] Loss: 0.0026 Acc:99.94%
Training:Epoch[012/030] Iteration[176/454] Loss: 0.0014 Acc:99.94%
Training:Epoch[012/030] Iteration[177/454] Loss: 0.0018 Acc:99.94%
Training:Epoch[012/030] Iteration[178/454] Loss: 0.0007 Acc:99.94%
Training:Epoch[012/030] Iteration[179/454] Loss: 0.0023 Acc:99.94%
Training:Epoch[012/030] Iteration[180/454] Loss: 0.0062 Acc:99.94%
Training:Epoch[012/030] Iteration[181/454] Loss: 0.0016 Acc:99.94%
Training:Epoch[012/030] Iteration[182/454] Loss: 0.0016 Acc:99.94%
Training:Epoch[012/030] Iteration[183/454] Loss: 0.0032 Acc:99.94%
Training:Epoch[012/030] Iteration[184/454] Loss: 0.0024 Acc:99.94%
Training:Epoch[012/030] Iteration[185/454] Loss: 0.0006 Acc:99.94%
Training:Epoch[012/030] Iteration[186/454] Loss: 0.0016 Acc:99.94%
Training:Epoch[012/030] Iteration[187/454] Loss: 0.0033 Acc:99.94%
Training:Epoch[012/030] Iteration[188/454] Loss: 0.0036 Acc:99.94%
Training:Epoch[012/030] Iteration[189/454] Loss: 0.0016 Acc:99.94%
Training:Epoch[012/030] Iteration[190/454] Loss: 0.0028 Acc:99.94%
Training:Epoch[012/030] Iteration[191/454] Loss: 0.0046 Acc:99.94%
Training:Epoch[012/030] Iteration[192/454] Loss: 0.0027 Acc:99.94%
Training:Epoch[012/030] Iteration[193/454] Loss: 0.0030 Acc:99.94%
Training:Epoch[012/030] Iteration[194/454] Loss: 0.0040 Acc:99.94%
Training:Epoch[012/030] Iteration[195/454] Loss: 0.0021 Acc:99.94%
Training:Epoch[012/030] Iteration[196/454] Loss: 0.0022 Acc:99.93%
Training:Epoch[012/030] Iteration[197/454] Loss: 0.0045 Acc:99.93%
Training:Epoch[012/030] Iteration[198/454] Loss: 0.0017 Acc:99.93%
Training:Epoch[012/030] Iteration[199/454] Loss: 0.0036 Acc:99.93%
Training:Epoch[012/030] Iteration[200/454] Loss: 0.0045 Acc:99.93%
Training:Epoch[012/030] Iteration[201/454] Loss: 0.0019 Acc:99.93%
Training:Epoch[012/030] Iteration[202/454] Loss: 0.0033 Acc:99.93%
Training:Epoch[012/030] Iteration[203/454] Loss: 0.0018 Acc:99.93%
Training:Epoch[012/030] Iteration[204/454] Loss: 0.0020 Acc:99.93%
Training:Epoch[012/030] Iteration[205/454] Loss: 0.0005 Acc:99.93%
Training:Epoch[012/030] Iteration[206/454] Loss: 0.0034 Acc:99.93%
Training:Epoch[012/030] Iteration[207/454] Loss: 0.0011 Acc:99.93%
Training:Epoch[012/030] Iteration[208/454] Loss: 0.0025 Acc:99.93%
Training:Epoch[012/030] Iteration[209/454] Loss: 0.0015 Acc:99.93%
Training:Epoch[012/030] Iteration[210/454] Loss: 0.0024 Acc:99.93%
Training:Epoch[012/030] Iteration[211/454] Loss: 0.0044 Acc:99.93%
Training:Epoch[012/030] Iteration[212/454] Loss: 0.0021 Acc:99.93%
Training:Epoch[012/030] Iteration[213/454] Loss: 0.0028 Acc:99.93%
Training:Epoch[012/030] Iteration[214/454] Loss: 0.0023 Acc:99.93%
Training:Epoch[012/030] Iteration[215/454] Loss: 0.0014 Acc:99.93%
Training:Epoch[012/030] Iteration[216/454] Loss: 0.0015 Acc:99.93%
Training:Epoch[012/030] Iteration[217/454] Loss: 0.0013 Acc:99.93%
Training:Epoch[012/030] Iteration[218/454] Loss: 0.0018 Acc:99.93%
Training:Epoch[012/030] Iteration[219/454] Loss: 0.0013 Acc:99.93%
Training:Epoch[012/030] Iteration[220/454] Loss: 0.0010 Acc:99.93%
Training:Epoch[012/030] Iteration[221/454] Loss: 0.0011 Acc:99.93%
Training:Epoch[012/030] Iteration[222/454] Loss: 0.0019 Acc:99.93%
Training:Epoch[012/030] Iteration[223/454] Loss: 0.0020 Acc:99.93%
Training:Epoch[012/030] Iteration[224/454] Loss: 0.0022 Acc:99.93%
Training:Epoch[012/030] Iteration[225/454] Loss: 0.0013 Acc:99.93%
Training:Epoch[012/030] Iteration[226/454] Loss: 0.0009 Acc:99.93%
Training:Epoch[012/030] Iteration[227/454] Loss: 0.0032 Acc:99.93%
Training:Epoch[012/030] Iteration[228/454] Loss: 0.0011 Acc:99.93%
Training:Epoch[012/030] Iteration[229/454] Loss: 0.0010 Acc:99.93%
Training:Epoch[012/030] Iteration[230/454] Loss: 0.0008 Acc:99.93%
Training:Epoch[012/030] Iteration[231/454] Loss: 0.0008 Acc:99.93%
Training:Epoch[012/030] Iteration[232/454] Loss: 0.0004 Acc:99.93%
Training:Epoch[012/030] Iteration[233/454] Loss: 0.0005 Acc:99.93%
Training:Epoch[012/030] Iteration[234/454] Loss: 0.0015 Acc:99.93%
Training:Epoch[012/030] Iteration[235/454] Loss: 0.0023 Acc:99.93%
Training:Epoch[012/030] Iteration[236/454] Loss: 0.0014 Acc:99.93%
Training:Epoch[012/030] Iteration[237/454] Loss: 0.0004 Acc:99.93%
Training:Epoch[012/030] Iteration[238/454] Loss: 0.0019 Acc:99.93%
Training:Epoch[012/030] Iteration[239/454] Loss: 0.0030 Acc:99.93%
Training:Epoch[012/030] Iteration[240/454] Loss: 0.0007 Acc:99.94%
Training:Epoch[012/030] Iteration[241/454] Loss: 0.0017 Acc:99.94%
Training:Epoch[012/030] Iteration[242/454] Loss: 0.0036 Acc:99.93%
Training:Epoch[012/030] Iteration[243/454] Loss: 0.0008 Acc:99.94%
Training:Epoch[012/030] Iteration[244/454] Loss: 0.0071 Acc:99.93%
Training:Epoch[012/030] Iteration[245/454] Loss: 0.0010 Acc:99.93%
Training:Epoch[012/030] Iteration[246/454] Loss: 0.0021 Acc:99.93%
Training:Epoch[012/030] Iteration[247/454] Loss: 0.0016 Acc:99.93%
Training:Epoch[012/030] Iteration[248/454] Loss: 0.0042 Acc:99.93%
Training:Epoch[012/030] Iteration[249/454] Loss: 0.0049 Acc:99.93%
Training:Epoch[012/030] Iteration[250/454] Loss: 0.0007 Acc:99.93%
Training:Epoch[012/030] Iteration[251/454] Loss: 0.0021 Acc:99.93%
Training:Epoch[012/030] Iteration[252/454] Loss: 0.0023 Acc:99.93%
Training:Epoch[012/030] Iteration[253/454] Loss: 0.0023 Acc:99.93%
Training:Epoch[012/030] Iteration[254/454] Loss: 0.0045 Acc:99.93%
Training:Epoch[012/030] Iteration[255/454] Loss: 0.0025 Acc:99.93%
Training:Epoch[012/030] Iteration[256/454] Loss: 0.0018 Acc:99.93%
Training:Epoch[012/030] Iteration[257/454] Loss: 0.0045 Acc:99.93%
Training:Epoch[012/030] Iteration[258/454] Loss: 0.0022 Acc:99.93%
Training:Epoch[012/030] Iteration[259/454] Loss: 0.0024 Acc:99.93%
Training:Epoch[012/030] Iteration[260/454] Loss: 0.0032 Acc:99.93%
Training:Epoch[012/030] Iteration[261/454] Loss: 0.0024 Acc:99.93%
Training:Epoch[012/030] Iteration[262/454] Loss: 0.0050 Acc:99.93%
Training:Epoch[012/030] Iteration[263/454] Loss: 0.0012 Acc:99.93%
Training:Epoch[012/030] Iteration[264/454] Loss: 0.0021 Acc:99.93%
Training:Epoch[012/030] Iteration[265/454] Loss: 0.0020 Acc:99.93%
Training:Epoch[012/030] Iteration[266/454] Loss: 0.0015 Acc:99.93%
Training:Epoch[012/030] Iteration[267/454] Loss: 0.0024 Acc:99.93%
Training:Epoch[012/030] Iteration[268/454] Loss: 0.0034 Acc:99.93%
Training:Epoch[012/030] Iteration[269/454] Loss: 0.0032 Acc:99.93%
Training:Epoch[012/030] Iteration[270/454] Loss: 0.0016 Acc:99.93%
Training:Epoch[012/030] Iteration[271/454] Loss: 0.0014 Acc:99.93%
Training:Epoch[012/030] Iteration[272/454] Loss: 0.0019 Acc:99.93%
Training:Epoch[012/030] Iteration[273/454] Loss: 0.0050 Acc:99.93%
Training:Epoch[012/030] Iteration[274/454] Loss: 0.0022 Acc:99.93%
Training:Epoch[012/030] Iteration[275/454] Loss: 0.0013 Acc:99.93%
Training:Epoch[012/030] Iteration[276/454] Loss: 0.0015 Acc:99.93%
Training:Epoch[012/030] Iteration[277/454] Loss: 0.0010 Acc:99.93%
Training:Epoch[012/030] Iteration[278/454] Loss: 0.0026 Acc:99.93%
Training:Epoch[012/030] Iteration[279/454] Loss: 0.0033 Acc:99.93%
Training:Epoch[012/030] Iteration[280/454] Loss: 0.0031 Acc:99.93%
Training:Epoch[012/030] Iteration[281/454] Loss: 0.0015 Acc:99.93%
Training:Epoch[012/030] Iteration[282/454] Loss: 0.0016 Acc:99.93%
Training:Epoch[012/030] Iteration[283/454] Loss: 0.0025 Acc:99.93%
Training:Epoch[012/030] Iteration[284/454] Loss: 0.0014 Acc:99.93%
Training:Epoch[012/030] Iteration[285/454] Loss: 0.0019 Acc:99.93%
Training:Epoch[012/030] Iteration[286/454] Loss: 0.0015 Acc:99.93%
Training:Epoch[012/030] Iteration[287/454] Loss: 0.0025 Acc:99.93%
Training:Epoch[012/030] Iteration[288/454] Loss: 0.0004 Acc:99.93%
Training:Epoch[012/030] Iteration[289/454] Loss: 0.0004 Acc:99.93%
Training:Epoch[012/030] Iteration[290/454] Loss: 0.0027 Acc:99.93%
Training:Epoch[012/030] Iteration[291/454] Loss: 0.0008 Acc:99.93%
Training:Epoch[012/030] Iteration[292/454] Loss: 0.0003 Acc:99.93%
Training:Epoch[012/030] Iteration[293/454] Loss: 0.0008 Acc:99.93%
Training:Epoch[012/030] Iteration[294/454] Loss: 0.0029 Acc:99.93%
Training:Epoch[012/030] Iteration[295/454] Loss: 0.0007 Acc:99.93%
Training:Epoch[012/030] Iteration[296/454] Loss: 0.0015 Acc:99.93%
Training:Epoch[012/030] Iteration[297/454] Loss: 0.0017 Acc:99.93%
Training:Epoch[012/030] Iteration[298/454] Loss: 0.0007 Acc:99.93%
Training:Epoch[012/030] Iteration[299/454] Loss: 0.0002 Acc:99.93%
Training:Epoch[012/030] Iteration[300/454] Loss: 0.0014 Acc:99.93%
Training:Epoch[012/030] Iteration[301/454] Loss: 0.0028 Acc:99.93%
Training:Epoch[012/030] Iteration[302/454] Loss: 0.0010 Acc:99.93%
Training:Epoch[012/030] Iteration[303/454] Loss: 0.0005 Acc:99.93%
Training:Epoch[012/030] Iteration[304/454] Loss: 0.0039 Acc:99.93%
Training:Epoch[012/030] Iteration[305/454] Loss: 0.0004 Acc:99.93%
Training:Epoch[012/030] Iteration[306/454] Loss: 0.0012 Acc:99.93%
Training:Epoch[012/030] Iteration[307/454] Loss: 0.0009 Acc:99.93%
Training:Epoch[012/030] Iteration[308/454] Loss: 0.0013 Acc:99.93%
Training:Epoch[012/030] Iteration[309/454] Loss: 0.0007 Acc:99.93%
Training:Epoch[012/030] Iteration[310/454] Loss: 0.0023 Acc:99.93%
Training:Epoch[012/030] Iteration[311/454] Loss: 0.0026 Acc:99.93%
Training:Epoch[012/030] Iteration[312/454] Loss: 0.0011 Acc:99.93%
Training:Epoch[012/030] Iteration[313/454] Loss: 0.0007 Acc:99.93%
Training:Epoch[012/030] Iteration[314/454] Loss: 0.0022 Acc:99.93%
Training:Epoch[012/030] Iteration[315/454] Loss: 0.0005 Acc:99.93%
Training:Epoch[012/030] Iteration[316/454] Loss: 0.0004 Acc:99.93%
Training:Epoch[012/030] Iteration[317/454] Loss: 0.0011 Acc:99.93%
Training:Epoch[012/030] Iteration[318/454] Loss: 0.0030 Acc:99.93%
